region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,H_4_bits,H_6_bits,H_8_bits,H_9_bits,H_10_bits,H_11_bits,H_12_bits
ERK,05014300,41.7,48.80504518070716,-113.72165572147075,-1429.76,8.31484,0.43,0.27,0.25,0.02,0.02,0.0,0.02,0.0,-0.01,0.43,0.25,0.27,0.02,0.02,0.0,0.01,0.0,0.0,0.43,0.25,0.27,0.02,0.02,0.0,0.02,0.0,-0.01,28.436708450317383,159.6602008388565,1930.04248046875,1957.013671875,2835.256103515625,1488.1412353515625,1957.013671875,1553.4,-3.5,6.8,546.7,444.9,310.8,4.0,0.6,1.0,0.0,2.6735183616028158,4.700130265601346,7.07704861100146,8.398303140969452,9.27445857946019,9.758050236418342,9.922077325866436
FRA,08JA002,4246.1,53.665774253986406,-126.83456128496034,-1165.08,3.75404,0.63,0.06,0.11,0.01,0.01,0.01,0.16,0.02,-0.01,0.61,0.06,0.13,0.01,0.01,0.01,0.15,0.02,0.0,0.58,0.07,0.17,0.01,0.01,0.01,0.15,0.01,-0.01,9.935747146606444,8.054262264350044,1011.4576416015624,1115.382080078125,2246.37890625,847.959228515625,1115.382080078125,1483.6,-2.5,6.4,559.1,345.1,247.5,3.4,0.6,1.0,0.0,3.549075469511042,5.404506818169393,7.4795720084592885,8.271478529686474,8.543649195790906,8.551176327447745,8.551176327447743
FRA,08JA005,1441.7,53.65625321027344,-127.28384284610894,-1230.69,5.04795,0.61,0.05,0.16,0.01,0.01,0.02,0.1,0.05,-0.01,0.58,0.06,0.2,0.01,0.01,0.01,0.1,0.04,-0.0099999999999997,0.54,0.07,0.24,0.01,0.01,0.01,0.1,0.02,0.0,14.820070266723633,23.09756900248732,1131.7322998046875,1209.9384765625,2210.95166015625,849.4286499023438,1209.9384765625,2146.5,-2.5,5.4,573.1,551.4,243.5,3.1,0.5,1.0,0.0,3.4136047055763146,5.286140070254043,7.432707928290312,8.134153965339118,8.430043867279739,8.434299855680912,8.434299855680912
FRA,08JA010,13743.5,53.43562852936349,-126.11728493509992,-1120.19,2.33624,0.72,0.05,0.09,0.01,0.01,0.01,0.1,0.01,0.0,0.62,0.06,0.19,0.01,0.01,0.01,0.1,0.01,-0.0099999999999997,0.61,0.07,0.2,0.01,0.01,0.0,0.1,0.0,1.1102230246251563e-16,7.997122287750244,6.465500377358891,1071.1435546875,1136.2786865234375,2755.706298828125,847.959228515625,1136.2786865234375,1110.3,-3.2,6.9,525.2,263.9,257.4,3.5,0.6,1.0,0.0,3.6442865563082196,5.632190058912951,7.554512019712406,8.082972771207395,8.173813767768157,8.173813767768157,8.173813767768157
FRA,08JA014,146.3,53.23498375491758,-125.27865834969434,-1052.0,0.0,0.87,0.05,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.55,0.07,0.36,0.01,0.01,0.0,0.0,0.0,0.0,0.57,0.12,0.3,0.0,0.01,0.0,0.0,0.0,0.0,6.634567737579346,317.0711592412588,1250.5814208984375,1278.8004150390625,1933.0,988.1923217773438,1278.8004150390625,620.5,-5.5,7.2,432.5,194.2,279.2,3.7,0.7,1.0,0.0,2.50573475398502,4.081951228281771,5.549577437306601,6.606393802987194,7.698778489792379,8.482268877640472,8.832790024226732
FRA,08JA029,5.9,53.6438114576021,-126.98609793958056,-1052.0,0.0,0.93,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.92,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.88,0.03,0.07,0.01,0.01,0.0,0.0,0.0,0.0,13.561482429504396,356.7600454059965,1315.25146484375,1312.74365234375,1724.414794921875,991.484619140625,1312.74365234375,1449.2,-3.1,5.2,546.2,335.3,246.6,3.3,0.6,1.1,0.0,2.136402791369272,3.5780966077190235,5.585984144491643,6.070540570094813,6.125976189132355,6.125976189132355,6.125976189132353
FRA,08JB002,4004.2,53.97978873112624,-126.12816978275356,-1074.6,1.17352,0.71,0.08,0.1,0.0,0.01,0.01,0.09,0.0,1.1102230246251563e-16,0.68,0.1,0.1,0.01,0.01,0.01,0.09,0.0,0.0,0.57,0.14,0.2,0.0,0.0,0.0,0.09,0.0,1.1102230246251563e-16,7.100057601928711,7.584774106292257,940.603759765625,970.0906372070312,2246.2578125,711.3177490234375,970.0906372070312,748.4,-2.6,7.5,539.0,154.1,248.9,3.6,0.6,1.0,0.0,2.7954902699115918,4.718165095181392,6.577944391586993,7.512679235004404,8.625875567912226,9.49058073011207,9.823755291122229
FRA,08JB003,6570.3,54.0604499176485,-125.82077040465192,-1074.51,0.77656,0.74,0.09,0.08,0.0,0.01,0.01,0.08,0.0,-0.01,0.71,0.1,0.09,0.01,0.01,0.01,0.08,0.0,-0.01,0.56,0.14,0.21,0.0,0.0,0.0,0.08,0.0,0.01,7.044092655181885,5.574154107220963,927.0,950.1488647460938,2246.2578125,667.63232421875,950.1488647460938,684.5,-2.6,7.7,536.9,141.6,248.7,3.7,0.6,1.0,0.0,0.7567705073194916,1.9405466452737146,3.785700062891826,5.087336532179313,6.499533537954986,7.809311722010656,8.804199181694706
FRA,08JB012,788.1,54.288483271704656,-125.8109073843889,-1052.0,0.0,0.75,0.12,0.07,0.01,0.01,0.01,0.03,0.0,0.0,0.72,0.12,0.09,0.01,0.01,0.01,0.03,0.0,0.01,0.63,0.16,0.16,0.0,0.0,0.01,0.03,0.0,0.0099999999999998,6.320149421691895,217.29428158507363,916.11962890625,927.6441040039062,1371.146484375,693.9816284179688,927.6441040039062,578.6,-2.8,7.7,528.0,121.2,248.1,3.7,0.7,1.0,0.0,1.2774306106372864,4.193444145606826,6.703379028274798,7.657519865679877,8.45337086801471,9.016967162447195,9.211335597239696
FRA,08JB013,7.1,54.14993704930132,-125.9467368178398,-1052.0,0.0,0.97,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.97,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.77,0.04,0.19,0.0,0.0,0.0,0.0,0.0,0.0,7.631629467010498,121.01826255296274,1141.6568603515625,1130.1131591796875,1278.376220703125,932.9253540039062,1130.1131591796875,624.2,-3.4,6.9,510.8,143.0,255.2,3.7,0.7,1.0,0.0,2.4897618380610034,3.942114109513527,5.324792660441011,5.983301360388352,6.203450847321078,6.20345084732108,6.20345084732108
FRA,08JC005,3335.2,-122.9889,53.80889,-1113.11,0.08607,0.7,0.12,0.13,0.01,0.02,0.0,0.02,0.0,0.0,0.67,0.13,0.15,0.01,0.02,0.0,0.02,0.0,0.0,0.67,0.13,0.16,0.0,0.01,0.0,0.02,0.0,0.0099999999999998,5.584836006164551,71.17708622402937,908.4439697265624,932.1170654296876,1538.4088134765625,613.44189453125,932.1170654296876,676.4,-2.8,8.9,551.9,134.7,254.8,3.4,0.6,1.0,0.0,2.6210027029473593,4.5693812830176705,6.817642455209954,8.075091278189516,8.841834063493078,8.998173176193555,9.003280786985256
FRA,08JC013,339.2,53.84626013469603,-124.22352483560071,-1203.85,0.0,0.66,0.09,0.19,0.01,0.01,0.0,0.05,0.0,-0.01,0.63,0.16,0.13,0.01,0.01,0.0,0.05,0.0,0.0099999999999998,0.54,0.13,0.26,0.01,0.01,0.0,0.05,0.0,0.0,4.649812698364258,357.7541036019062,881.0,937.6209106445312,1482.5672607421875,714.5751342773438,937.6209106445312,683.0,-2.8,8.4,547.7,136.8,251.1,3.4,0.6,1.0,0.0,3.6178998202301274,5.067461176185647,6.640832952866019,7.091530267570512,7.2786481427584215,7.294517652107887,7.294517652107887
FRA,08JD006,363.9,55.98841739471328,-126.85511609669577,-1130.98,3.27279,0.85,0.04,0.08,0.0,0.0,0.0,0.01,0.0,0.02,0.85,0.04,0.08,0.0,0.0,0.0,0.01,0.0,0.02,0.82,0.04,0.11,0.01,0.01,0.0,0.01,0.0,0.0,13.29629898071289,84.15914437795972,1147.4930419921875,1197.12939453125,2246.129638671875,756.178955078125,1197.12939453125,1068.6,-4.7,5.3,498.0,289.4,240.8,3.2,0.6,1.1,0.0,1.5903978666385135,3.5092950905841795,5.864016469929147,7.271353905578731,8.618831273166865,9.478800578205758,9.913100162671663
FRA,08JE001,14239.3,55.02487385959105,-125.27341384580478,-1125.35,1.78471,0.82,0.06,0.04,0.0,0.0,0.0,0.08,0.0,1.1102230246251563e-16,0.8,0.06,0.05,0.0,0.0,0.0,0.08,0.0,0.0099999999999998,0.67,0.13,0.1,0.0,0.0,0.0,0.08,0.0,0.02,7.843132972717285,13.803799962770002,899.5570068359375,969.125732421875,2262.077392578125,676.7169799804688,969.125732421875,690.4,-3.5,7.1,523.9,162.7,243.4,3.5,0.6,1.0,0.0,2.9434497152083576,4.54348242663271,6.38874773103082,7.385668682707321,8.441494853722496,9.08423717882922,9.232597709150163
FRA,08JE004,438.1,54.68490428499324,-124.05767878301393,-1052.0,0.0,0.83,0.08,0.06,0.0,0.0,0.0,0.01,0.0,0.02,0.77,0.1,0.1,0.01,0.01,0.0,0.01,0.0,0.0,0.56,0.18,0.24,0.0,0.0,0.0,0.01,0.0,0.01,4.128161907196045,213.59669315429417,835.3240966796875,841.2952270507812,1234.603515625,727.2212524414062,841.2952270507812,623.7,-2.8,8.1,547.1,132.7,245.2,3.4,0.6,1.0,0.0,2.9470314488751828,3.2934128493267334,6.309942044471507,7.620367888039287,8.62980230550249,9.26232578375158,9.578757888363302
FRA,08JE005,850.5,55.006799742407225,-124.88682733947223,-1092.25,1.63323,0.84,0.06,0.01,0.0,0.0,0.0,0.08,0.0,0.01,0.82,0.07,0.02,0.0,0.0,0.0,0.08,0.0,0.01,0.67,0.16,0.08,0.0,0.0,0.0,0.08,0.0,0.01,7.022032260894775,251.56991794869415,943.6944580078124,972.1304931640624,1593.8692626953125,696.5302124023438,972.1304931640624,653.9,-3.7,6.9,516.2,165.1,246.1,3.4,0.6,1.0,0.0,2.697431386960423,4.756103729968354,7.088435476520582,8.180301830009633,8.923392863620716,9.303306346448363,9.392619370777435
FRA,08KA001,407.9,53.20853438743214,-120.38686369912271,-1334.19,21.75552,0.43,0.09,0.2,0.01,0.01,0.02,0.02,0.21,0.01,0.42,0.1,0.3,0.01,0.01,0.03,0.03,0.1,-2.220446049250313e-16,0.41,0.08,0.38,0.01,0.01,0.02,0.02,0.07,0.0,27.39893913269043,5.917925369096428,1914.629150390625,1877.3687744140625,2956.28271484375,760.4779052734375,1877.3687744140625,1214.3,-7.0,4.6,436.5,543.0,283.0,2.8,0.5,1.0,0.0,2.3300657834716745,3.3395802475123277,5.939564219147311,7.303818738097051,8.596987309650231,9.50324122302488,9.897624164934982
FRA,08KA003,801.8,53.3404632774405,-119.71340518624808,-1311.91,22.92504,0.55,0.1,0.23,0.01,0.01,0.02,0.02,0.07,-0.01,0.54,0.1,0.27,0.01,0.01,0.01,0.01,0.04,0.0099999999999998,0.52,0.1,0.3,0.01,0.02,0.01,0.01,0.04,-0.01,23.34056663513184,179.0481572408654,1775.0,1708.04443359375,3217.503173828125,711.4130249023438,1708.04443359375,1033.4,-6.8,5.7,442.3,373.7,279.8,3.1,0.6,1.0,0.0,2.6718074189025756,5.040329009922146,7.218546124570124,7.820788873489721,7.984264864508247,7.984264864508247,7.984264864508247
FRA,08KA004,17970.3,53.38079446183875,-120.43289090478814,-1274.16,11.36581,0.7,0.07,0.13,0.01,0.01,0.01,0.02,0.06,-0.01,0.69,0.07,0.16,0.01,0.01,0.01,0.01,0.03,0.0099999999999998,0.63,0.12,0.19,0.01,0.01,0.01,0.01,0.03,-0.01,19.58576393127441,321.5124868288844,1460.8248291015625,1467.4185791015625,3956.01904296875,600.9157104492188,1467.4185791015625,1000.1,-5.1,6.7,492.7,321.1,267.3,3.1,0.6,1.0,0.0,1.8181416946042808,3.5501410293208564,6.151271393131902,7.326339005128142,8.481582478133125,9.277771998036735,9.72170877717047
FRA,08KA005,6881.5,53.0199917203194,-119.46136622816438,-1259.73,17.79628,0.52,0.08,0.21,0.01,0.02,0.02,0.02,0.13,-0.01,0.51,0.08,0.26,0.01,0.02,0.02,0.02,0.08,0.0,0.46,0.09,0.32,0.01,0.02,0.01,0.02,0.07,-2.220446049250313e-16,24.202035903930664,292.163968063208,1845.656005859375,1773.0791015625,3956.01904296875,701.6407470703125,1773.0791015625,1079.0,-6.7,5.4,444.2,453.1,282.2,3.1,0.6,1.0,0.0,1.5267143705715551,2.482889804864279,5.78786806250043,7.278686464327977,8.83239523839376,9.597338281653878,9.895586890455416
FRA,08KA007,1699.8,52.87754430980946,-118.70763262902908,-1278.48,15.41292,0.5,0.06,0.26,0.01,0.01,0.02,0.03,0.1,0.0099999999999998,0.5,0.06,0.31,0.01,0.01,0.02,0.03,0.05,0.0099999999999997,0.46,0.06,0.38,0.01,0.02,0.01,0.02,0.04,0.0,23.058683395385746,233.97528629451608,1956.282470703125,1912.384765625,3409.17724609375,1027.045654296875,1912.384765625,889.2,-7.8,4.9,405.0,348.8,290.3,3.4,0.6,1.0,0.0,1.6828564158603039,3.2627214973926755,5.685730624441407,7.284523869493001,8.55784717627842,9.549232008000152,10.051872652039302
FRA,08KA008,456.4,53.08844148427583,-118.89994182763591,-1239.23,14.44343,0.36,0.07,0.34,0.01,0.01,0.03,0.03,0.15,0.0,0.35,0.07,0.41,0.01,0.01,0.03,0.03,0.09,0.0,0.31,0.06,0.48,0.01,0.02,0.02,0.03,0.08,-0.01,24.79987144470215,205.08061866694328,2012.826904296875,1970.5689697265625,3409.17724609375,1036.5169677734375,1970.5689697265625,935.3,-8.2,4.6,396.7,385.5,293.2,3.5,0.6,1.1,0.0,2.189601958923195,3.682403053837462,6.087583307745629,7.391732281253561,8.671508245071193,9.482892537540197,9.845409120515397
FRA,08KA009,253.4,53.43696775766927,-120.10685101075134,-1416.27,21.0344,0.53,0.11,0.25,0.01,0.01,0.02,0.02,0.05,0.0,0.52,0.11,0.32,0.01,0.02,0.01,0.01,0.01,-0.01,0.55,0.08,0.33,0.02,0.02,0.0,0.0,0.0,0.0,25.290115356445312,195.4629620669569,1836.7742919921875,1792.6898193359375,2482.0,955.822509765625,1792.6898193359375,1050.1,-7.2,5.4,429.1,367.3,285.9,3.0,0.6,1.0,0.0,0.4021353479879646,2.9009959399520127,5.932066205137863,7.433426196428347,8.506562187617716,9.347059209715121,9.728228115548125
FRA,08KA011,524.4,52.86658972771382,-119.32663241396168,-1284.15,10.45592,0.62,0.08,0.17,0.01,0.02,0.02,0.01,0.07,0.0,0.61,0.08,0.21,0.01,0.02,0.01,0.01,0.04,0.01,0.5,0.14,0.26,0.01,0.01,0.02,0.01,0.05,0.0,19.504980087280277,22.13656699332371,1542.1832275390625,1538.2808837890625,3197.455322265625,734.0,1538.2808837890625,1078.5,-5.5,6.2,482.6,422.6,278.4,3.0,0.6,1.0,0.0,3.5256946909552953,5.348297670570271,7.492341072532952,8.354454919567093,8.82231064346735,9.000736636450663,9.022118790468786
FRA,08KA013,1263.4,53.662275905414944,-120.16790646270218,-1323.74,18.59431,0.64,0.1,0.2,0.01,0.01,0.01,0.01,0.03,-0.01,0.63,0.1,0.24,0.01,0.01,0.01,0.01,0.0,-0.01,0.65,0.07,0.25,0.01,0.01,0.0,0.0,0.0,0.01,20.2550048828125,222.4968351756567,1694.0389404296875,1647.575439453125,2654.77880859375,692.79345703125,1647.575439453125,981.7,-6.6,6.0,447.3,291.9,272.3,3.0,0.6,1.0,0.0,2.239385052446243,4.066829281131701,6.569258084037314,8.002505321511368,9.100838195264636,9.800667643230305,10.17317227458008
FRA,08KB001,32430.4,53.71981829661434,-121.16300321695458,-1215.24,7.75453,0.73,0.08,0.11,0.01,0.01,0.01,0.02,0.04,-0.01,0.71,0.08,0.14,0.01,0.01,0.01,0.02,0.03,-0.01,0.63,0.14,0.16,0.01,0.01,0.01,0.02,0.02,0.0,15.80148220062256,322.73554991004613,1170.59130859375,1284.979248046875,3956.01904296875,570.6629028320312,1284.979248046875,909.5,-4.3,7.2,517.6,255.9,259.0,3.2,0.6,1.0,0.0,2.2238770104005368,2.6995908882931867,5.58035171608737,7.1635405775692655,8.226871950747986,8.991038331884791,9.356556763091497
FRA,08KB003,4774.7,54.16643964931156,-120.93366072330386,-1169.78,9.38685,0.64,0.08,0.18,0.01,0.01,0.01,0.02,0.06,-0.01,0.63,0.08,0.2,0.01,0.01,0.01,0.01,0.05,0.0,0.55,0.17,0.19,0.01,0.01,0.01,0.02,0.04,-2.220446049250313e-16,20.035675048828125,243.9746629673133,1367.5650634765625,1376.0455322265625,3265.0,629.2601928710938,1376.0455322265625,934.7,-4.9,6.6,503.5,246.8,252.6,3.1,0.6,1.0,0.0,1.8253406009342164,3.5539675917578286,5.741205790638732,7.091583956133184,8.518531665546336,9.609863879536634,9.958225787474218
FRA,08KB006,102.7,54.35317337903615,-120.94217683049482,-1189.05,13.29683,0.64,0.08,0.24,0.01,0.01,0.01,0.01,0.02,-0.02,0.64,0.08,0.25,0.01,0.01,0.01,0.0,0.01,-0.01,0.49,0.3,0.18,0.01,0.01,0.0,0.0,0.01,0.0,21.95508575439453,171.40782254506436,1356.0,1384.409423828125,2580.315185546875,899.0380249023438,1384.409423828125,932.0,-4.8,6.3,504.5,223.7,248.4,3.3,0.6,1.0,0.0,2.0309554606730287,3.650178890690331,5.885266690694679,7.158188429041961,8.279726690883017,9.086111074506563,9.556003806202032
FRA,08KC001,4225.7,54.46624862996049,-123.37144502278764,-1100.74,0.16586,0.8,0.09,0.06,0.01,0.01,0.0,0.03,0.0,0.0,0.74,0.11,0.1,0.01,0.01,0.0,0.04,0.0,-0.01,0.61,0.17,0.17,0.0,0.01,0.0,0.04,0.0,0.0,4.952764511108398,39.06473647136711,825.6206665039062,845.5169067382812,1529.0,604.136962890625,845.5169067382812,680.7,-2.5,8.4,567.2,132.0,244.9,3.3,0.6,1.0,0.0,2.2348255458167556,3.79547937092165,6.219064033709853,7.54439350957532,8.751883634355869,9.634108017757852,10.10566438102545
FRA,08KC002,178.7,54.099037552850994,-122.8236783001926,-1390.66,0.0,0.7,0.21,0.06,0.01,0.01,0.01,0.01,0.0,-0.01,0.67,0.23,0.07,0.01,0.01,0.01,0.01,0.0,-0.01,0.59,0.26,0.1,0.01,0.02,0.0,0.01,0.0,0.01,3.658816576004028,67.84778720639576,737.0,737.7972412109375,993.537109375,609.7234497070312,737.7972412109375,652.8,-1.7,9.6,595.7,99.0,243.1,3.5,0.6,1.0,0.0,3.0707436811981537,4.2757041475647855,5.969088030391627,7.074050660900808,7.876596205557863,8.353188912643663,8.457730133621919
FRA,08KC003,292.1,54.65064664942923,-123.46098872747696,-1052.0,0.0,0.84,0.07,0.04,0.0,0.0,0.0,0.03,0.0,0.02,0.68,0.11,0.16,0.01,0.01,0.0,0.03,0.0,0.0,0.56,0.17,0.22,0.0,0.0,0.0,0.03,0.0,0.02,4.816020011901856,40.00974252618057,886.0,886.6300048828125,1097.0184326171875,778.4205932617188,886.6300048828125,696.7,-2.8,7.9,559.3,143.4,244.9,3.3,0.6,1.0,0.0,3.5334271712768417,5.17666916277481,7.105672214978358,8.048530055277592,8.713134047975448,9.03792528319868,9.151561044827629
FRA,08KD001,804.0,53.137831273298666,-121.29436438565304,-1201.13,6.12826,0.87,0.05,0.05,0.0,0.0,0.0,0.02,0.0,0.0099999999999998,0.86,0.05,0.05,0.0,0.0,0.0,0.02,0.0,0.02,0.81,0.09,0.07,0.0,0.0,0.0,0.02,0.0,0.01,16.062828063964844,12.158962026889755,1297.9312744140625,1346.5389404296875,2437.087646484375,909.072021484375,1346.5389404296875,1011.1,-4.0,7.3,521.1,258.5,264.2,3.0,0.5,1.0,0.0,2.6512706573928937,4.397118060151627,6.40629397791992,7.659202726365286,8.639472010676501,9.24688803486525,9.457115871734704
FRA,08KD002,52.3,53.05640542585467,-121.58045731144084,-1052.0,0.0,0.92,0.03,0.01,0.0,0.0,0.01,0.02,0.0,0.0099999999999998,0.87,0.04,0.05,0.0,0.0,0.01,0.02,0.0,0.0099999999999998,0.86,0.04,0.06,0.0,0.0,0.01,0.02,0.0,0.01,16.23955535888672,328.5524058012268,1534.381591796875,1522.736572265625,1962.3701171875,1187.765869140625,1522.736572265625,1042.9,-4.7,6.3,497.3,299.9,273.9,3.0,0.6,1.0,0.0,3.2948492518351844,5.1326672109306966,6.974806629118024,7.4879043413162245,7.611444223793729,7.625610793751785,7.625610793751785
FRA,08KD003,3156.7,53.56140576162744,-122.0378764201986,-1130.67,0.46748,0.88,0.06,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.86,0.07,0.04,0.0,0.01,0.0,0.01,0.0,0.01,0.8,0.14,0.04,0.0,0.01,0.0,0.01,0.0,0.0,9.348219871520996,357.6783607120474,1039.1358642578125,1075.12646484375,2105.7880859375,580.2617797851562,1075.12646484375,830.6,-3.0,8.3,556.9,171.2,253.7,3.3,0.6,1.0,0.0,2.7338216665472443,3.4263292965501715,6.367858391627133,7.968812141269109,8.733973204101058,8.874279496131708,8.877453418614142
FRA,08KD004,3585.4,53.498136555130486,-121.55035012102486,-1188.96,2.95147,0.9,0.05,0.03,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,0.89,0.06,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.8,0.13,0.05,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,13.382672309875488,351.6597804199924,1128.5650634765625,1175.57080078125,2437.087646484375,607.7837524414062,1175.57080078125,928.6,-3.4,7.9,543.4,208.3,256.0,3.1,0.6,1.0,0.0,3.4016128204729013,4.917269340939383,7.00127919944487,8.121774865031302,8.714430232144954,8.763374654985814,8.763374654985817
FRA,08KD006,2863.2,53.50821153260984,-122.01152986632096,-1108.19,0.5154,0.89,0.06,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.87,0.07,0.04,0.0,0.0,0.0,0.01,0.0,0.01,0.81,0.13,0.04,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,9.832900047302246,356.2628826691938,1071.5880126953125,1115.3502197265625,2105.7880859375,593.4630737304688,1115.3502197265625,847.8,-3.1,8.1,551.8,179.1,255.0,3.3,0.6,1.0,0.0,1.9433710403284197,3.701753141980188,6.240701568827299,7.604830226693797,8.759396770811334,9.608617186888777,10.156054695186196
FRA,08KD007,3364.5,53.46472850786153,-121.52161757089652,-1172.82,3.14524,0.9,0.06,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.89,0.06,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.8,0.13,0.05,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,13.91658878326416,350.40196635442146,1157.5150146484375,1205.21484375,2437.087646484375,625.7764282226562,1205.21484375,943.2,-3.5,7.7,539.4,215.0,257.0,3.1,0.6,1.0,0.0,1.843777852088635,3.2881273433205003,6.181732971482814,7.582701436675427,8.542261817971903,9.229285748284896,9.529606743779954
FRA,08KE005,145.5,52.53842521897129,-122.30902569463044,-1052.0,0.0,0.63,0.09,0.13,0.01,0.02,0.06,0.05,0.0,0.01,0.59,0.11,0.16,0.01,0.02,0.07,0.06,0.0,-0.02,0.6,0.11,0.18,0.01,0.01,0.04,0.06,0.0,-0.01,6.257350921630859,279.68950549569007,959.375,990.5726318359376,1395.44921875,467.1716003417969,990.5726318359376,569.6,-2.4,9.8,546.4,97.9,261.7,3.8,0.7,1.0,0.0,2.530069831076169,4.564620018198937,5.518399764200886,5.909690067069402,6.021076906718004,6.04396193478736,6.063289542146596
FRA,08KE009,1897.2,52.96416415990701,-121.91490549553784,-1052.0,0.0,0.8,0.1,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.79,0.11,0.09,0.01,0.01,0.0,0.0,0.0,-0.01,0.72,0.22,0.05,0.0,0.0,0.0,0.0,0.0,0.01,9.198770523071287,248.5358167659592,1077.055419921875,1141.5196533203125,2010.6029052734373,543.8314208984375,1141.5196533203125,793.9,-3.0,8.5,548.2,166.4,261.5,3.4,0.6,1.0,0.0,0.5163394385554259,3.2411449459456465,5.951448301927107,7.321149966177601,8.610704801176139,9.570992620172548,10.074228808728366
FRA,08KE014,651.0,53.36928679102461,-122.36506871870138,-1103.74,0.0,0.75,0.12,0.08,0.01,0.04,0.01,0.0,0.0,-0.01,0.71,0.14,0.1,0.01,0.04,0.01,0.0,0.0,-0.01,0.66,0.23,0.06,0.0,0.03,0.0,0.0,0.0,0.02,7.47539472579956,244.1760505057602,947.5111694335938,972.6865844726562,1797.8409423828125,567.7581787109375,972.6865844726562,743.9,-2.5,9.0,570.2,136.7,253.0,3.4,0.6,1.0,0.0,2.7969364876038463,4.683202917379132,6.467090446127399,7.645965348911254,8.69777041027711,9.12089940605672,9.142768996643868
FRA,08KE015,171.5,53.766160990448505,-122.48711337971368,-1166.47,0.0,0.83,0.06,0.05,0.01,0.05,0.0,0.0,0.0,0.0,0.82,0.07,0.05,0.01,0.05,0.0,0.0,0.0,0.0,0.76,0.12,0.06,0.01,0.05,0.0,0.0,0.0,0.0,7.061312675476074,271.93990190691454,881.1430053710938,866.8944702148438,1391.146484375,639.99267578125,866.8944702148438,714.4,-2.2,9.2,582.8,117.1,246.8,3.4,0.6,1.0,0.0,2.6440945346729365,4.367923750930471,5.300733565654813,6.525230830951944,7.588481657972076,8.255561657665899,8.50987958568894
FRA,08KE016,1567.3,52.85183990052741,-122.95592013595022,-1065.12,0.0,0.7,0.11,0.15,0.01,0.02,0.0,0.01,0.0,0.0,0.69,0.11,0.15,0.01,0.02,0.0,0.01,0.0,0.01,0.64,0.11,0.22,0.0,0.01,0.0,0.01,0.0,0.01,6.000613212585449,48.98354260768802,1095.3587646484375,1091.25830078125,1531.0523681640625,473.9689331054688,1091.25830078125,633.5,-3.5,8.8,515.0,136.2,265.8,3.9,0.7,1.0,0.0,2.0958927359790405,3.346557589453328,5.900007404471305,7.1069044148381035,8.230936082563202,9.109644878443596,9.646622742672164
FRA,08KE022,25.0,52.84514547399608,-122.35003327198989,-1146.35,0.0,0.71,0.06,0.03,0.01,0.2,0.0,0.0,0.0,-0.01,0.71,0.06,0.03,0.01,0.2,0.0,0.0,0.0,-0.01,0.66,0.12,0.03,0.01,0.18,0.0,0.0,0.0,0.0,8.201752662658691,254.25770347773937,877.6400756835938,871.9817504882812,1271.409423828125,561.7471923828125,871.9817504882812,605.3,-1.9,10.1,571.8,95.3,254.6,3.7,0.6,1.0,0.0,3.169430844068151,4.097689834707167,5.168952249013199,5.288779618591061,5.288779618591061,5.288779618591061,5.288779618591061
