region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,H_4_bits,H_6_bits,H_8_bits,H_9_bits,H_10_bits,H_11_bits,H_12_bits
WWA,12058800,261.7,47.51653086286673,-123.32519962150602,-1379.78,14.12732,0.75,0.09,0.07,0.01,0.01,0.01,0.06,0.0,0.0,0.75,0.1,0.07,0.01,0.01,0.01,0.06,0.0,-0.01,0.78,0.09,0.05,0.01,0.01,0.01,0.06,0.0,-0.01,25.556245803833008,160.96993823616506,795.8712158203125,784.3599853515625,1959.18212890625,38.75369644165039,784.3599853515625,2919.4,2.8,11.3,775.6,166.5,261.0,4.9,0.5,1.1,0.0,2.3843211768484287,4.654005202530391,6.115978117260506,6.605614990675707,7.015017677687266,7.273781924050226,7.541172617906936
WWA,12059000,3.5,47.41907491426063,-123.2554659035102,-1250.0,9.0,0.67,0.06,0.24,0.02,0.01,0.0,0.0,0.0,0.0,0.63,0.06,0.29,0.02,0.01,0.0,0.0,0.0,-0.01,0.61,0.19,0.18,0.02,0.01,0.0,0.0,0.0,-0.01,21.21615600585937,153.6405656335954,443.73931884765625,441.4890441894531,733.0470581054688,234.64585876464844,441.4890441894531,2755.4,4.2,13.3,838.3,13.7,258.3,4.9,0.5,1.1,0.0,1.9877631011452668,3.952820019442025,5.952816689978622,6.366345005920075,6.375684971376215,6.375684971376214,6.3756849713762165
WWA,12059800,70.1,47.47482354263743,-123.46564829057796,-1284.14,10.2645,0.9,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.9,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.92,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,28.930713653564453,138.07104210621554,799.271728515625,781.7412719726562,1522.96728515625,214.38417053222656,781.7412719726562,3328.4,2.6,11.0,769.4,188.4,260.5,5.0,0.5,1.2,0.0,2.6928061401163754,4.351843508668755,6.952417453542004,7.916703097847494,8.39287666244994,8.603682674004663,8.623527507217743
WWA,12060000,166.2,47.45126017176647,-123.39655491283092,-1264.39,9.53303,0.83,0.08,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.83,0.08,0.06,0.01,0.01,0.0,0.0,0.0,0.01,0.86,0.06,0.06,0.01,0.01,0.0,0.0,0.0,0.0,27.050355911254883,153.8012443405315,615.670654296875,640.0215454101562,1522.96728515625,121.18203735351562,640.0215454101562,3118.1,3.2,12.0,798.1,104.9,258.4,5.0,0.5,1.2,0.0,1.6573853739890367,3.867475107165506,6.462151884238173,7.792657739132662,8.697722572496334,9.271098376010734,9.476173033231825
WWA,12060500,204.7,47.43631753372654,-123.38049564081358,-1269.82,9.04394,0.79,0.09,0.08,0.02,0.01,0.0,0.0,0.0,0.01,0.8,0.09,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.83,0.07,0.07,0.02,0.01,0.0,0.0,0.0,0.0,25.70711708068848,148.21366264270665,553.67431640625,581.4954833984375,1522.96728515625,21.00906562805176,581.4954833984375,3041.2,3.5,12.4,810.7,87.8,258.2,5.0,0.5,1.2,0.0,1.3730395894984484,3.226396964391077,5.953927998223744,7.239873051980729,8.526516834107134,9.353920553641133,9.845279927069932
WWA,12064500,4.8,47.53915991058435,-122.82299422748764,-1386.49,2.56445,0.34,0.25,0.31,0.02,0.01,0.01,0.05,0.0,0.0099999999999997,0.42,0.26,0.23,0.02,0.01,0.01,0.05,0.0,0.0,0.61,0.19,0.1,0.02,0.01,0.01,0.06,0.0,0.0,10.3360013961792,216.7616757128715,207.9400634765625,241.58892822265625,514.7584228515625,158.0391082763672,241.58892822265625,1672.9,5.4,14.6,881.5,4.9,261.0,4.7,0.6,1.1,0.0,3.036496156186727,4.682343826721007,6.19507646206335,6.622572770457972,6.727571788745752,6.727571788745752,6.727571788745752
WWA,12065000,11.9,47.524546948076136,-122.83832952298368,-1406.56,1.03747,0.49,0.22,0.23,0.03,0.01,0.01,0.02,0.0,-0.01,0.58,0.19,0.18,0.03,0.01,0.01,0.02,0.0,-0.02,0.69,0.16,0.09,0.03,0.01,0.01,0.02,0.0,-0.01,7.400113582611084,215.58597187669815,167.71481323242188,190.86181640625,514.7584228515625,84.70854187011719,190.86181640625,1683.5,5.5,14.9,888.2,4.3,260.9,4.7,0.6,1.1,0.0,2.0148773638874276,4.023391121953448,6.361823316911527,6.898481615465274,7.048335511648052,7.0483355116480535,7.0483355116480535
WWA,12065500,5.9,47.5570755482776,-122.80564418115227,-1348.45,4.29795,0.74,0.13,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.71,0.14,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.81,0.13,0.03,0.03,0.0,0.0,0.0,0.0,0.0,15.058751106262209,309.619744011965,312.88800048828125,327.99188232421875,523.8839721679688,183.96592712402344,327.99188232421875,1685.5,5.1,14.2,869.6,6.0,259.4,4.6,0.6,1.1,0.0,1.7175934451409756,3.876413750841446,6.274950954285707,6.737407323627514,6.775498143599767,6.775498143599766,6.775498143599766
WWA,12066000,20.3,47.56075566250417,-122.82677927790338,-1374.97,2.91211,0.65,0.15,0.13,0.05,0.0,0.01,0.02,0.0,-0.01,0.64,0.14,0.14,0.05,0.0,0.01,0.02,0.0,0.0,0.7,0.14,0.08,0.04,0.01,0.01,0.02,0.0,0.0,9.474203109741213,280.3331508507477,239.2307281494141,259.9302978515625,523.8839721679688,140.7364959716797,259.9302978515625,1674.8,5.4,14.6,880.2,4.9,259.1,4.7,0.6,1.1,0.0,2.2904968653617113,4.577289994257448,6.4612271562931225,7.153151145048018,7.366495527341928,7.383817027196217,7.383817027196219
WWA,12067000,2.8,47.52657632309486,-122.85232923261044,-1416.48,2.20982,0.46,0.2,0.17,0.02,0.01,0.01,0.12,0.0,0.0099999999999998,0.41,0.22,0.21,0.02,0.01,0.01,0.12,0.0,0.0,0.54,0.22,0.08,0.02,0.01,0.01,0.12,0.0,0.0,3.0931990146636963,223.66724398188663,164.94766235351562,165.1453094482422,186.8105926513672,141.2750701904297,165.1453094482422,1684.9,5.6,15.1,891.4,3.9,260.7,4.7,0.6,1.1,0.0,2.76959681326685,3.6669023470859314,5.776298739043619,6.0681806442667705,6.175425928659409,6.175425928659409,6.175425928659409
WWA,12067500,47.6,47.53593758088757,-122.86488053748442,-1397.5,1.38559,0.6,0.16,0.17,0.05,0.01,0.01,0.02,0.0,-0.02,0.6,0.16,0.16,0.05,0.01,0.01,0.02,0.0,-0.01,0.67,0.15,0.09,0.05,0.01,0.01,0.02,0.0,0.0,5.747783184051514,235.5888596532954,169.91012573242188,196.2208251953125,523.8839721679688,85.43270874023438,196.2208251953125,1719.8,5.5,14.9,886.7,4.4,259.8,4.7,0.6,1.1,0.0,3.0005305263254884,4.2015990564786865,6.281035700363479,7.198055989410562,7.7830143405035255,8.041319970511848,8.112245070295657
WWA,12068500,55.1,47.49348571043995,-122.99190391141344,-1411.52,0.28854,0.63,0.16,0.16,0.04,0.01,0.0,0.0,0.0,0.0,0.61,0.17,0.16,0.04,0.01,0.0,0.0,0.0,0.0099999999999998,0.66,0.13,0.14,0.04,0.01,0.0,0.0,0.0,0.02,6.225287914276123,185.8296114489254,126.83983612060548,120.30187225341795,219.6817626953125,6.1270952224731445,120.30187225341795,1940.2,5.6,15.2,893.4,3.9,258.9,4.9,0.6,1.1,0.0,1.2667635434216482,3.856930359594323,6.233344539165958,7.256840686775362,7.937917944647444,8.184593107605133,8.198983625180446
WWA,12069550,34.9,47.59738605931297,-122.8215228435788,-1431.63,0.14462,0.67,0.11,0.12,0.05,0.02,0.03,0.0,0.0,0.0,0.68,0.11,0.11,0.05,0.01,0.03,0.0,0.0,0.0099999999999998,0.69,0.09,0.11,0.05,0.02,0.04,0.0,0.0,0.0,6.047060489654541,312.8849590348552,150.07852172851562,148.67782592773438,393.0462646484375,3.416546583175659,148.67782592773438,1575.4,5.7,15.1,893.7,3.7,258.6,4.7,0.6,1.1,0.0,1.3518624756570796,3.48613029484755,6.238380596702607,7.681381396829687,8.944933089304108,9.778123363941843,10.175792652258833
WWA,12069651,15.7,47.784386823520535,-122.59260262642763,-1413.0,0.0,0.58,0.14,0.13,0.06,0.04,0.05,0.0,0.0,0.0,0.62,0.09,0.13,0.06,0.04,0.05,0.0,0.0,0.01,0.51,0.1,0.23,0.06,0.04,0.06,0.0,0.0,0.0,5.132506370544434,86.5941127291521,77.87244415283203,76.87637329101562,148.2711639404297,1.9433437585830688,76.87637329101562,1108.9,6.2,15.4,915.5,1.7,258.9,4.5,0.6,1.1,0.0,2.2109326218590937,5.004976451336633,6.575949087346648,6.834695384669399,6.8346953846694,6.834695384669399,6.834695384669397
WWA,12070000,9.5,47.77823565592583,-122.64033475696472,-1449.71,0.0,0.48,0.11,0.17,0.1,0.07,0.06,0.0,0.0,0.01,0.48,0.12,0.17,0.1,0.07,0.06,0.0,0.0,0.0,0.48,0.11,0.16,0.11,0.08,0.08,0.0,0.0,-0.02,7.232491493225098,195.3473170085381,87.8044662475586,81.97998809814453,144.2664337158203,12.397536277770996,81.97998809814453,1153.1,6.1,15.4,909.2,1.8,259.7,4.6,0.6,1.1,0.0,1.7089100826789971,3.944538115382019,5.89342706372878,6.189960941398341,6.189960941398341,6.189960941398341,6.189960941398343
WWA,12072000,41.9,47.58478978740759,-122.74416110138388,-1377.46,2.74805,0.66,0.14,0.08,0.02,0.01,0.06,0.03,0.0,0.0,0.72,0.08,0.08,0.02,0.01,0.06,0.03,0.0,0.0,0.72,0.07,0.07,0.02,0.01,0.07,0.03,0.0,0.0099999999999997,7.681446075439453,51.34896586705652,139.37460327148438,155.26220703125,476.5093688964844,7.775068759918213,155.26220703125,1493.7,5.8,15.2,899.7,3.7,258.4,4.6,0.6,1.1,0.0,1.8175416926702013,4.009723516558731,6.27916236020492,7.142502993462408,7.624580743539095,7.7886997949635814,7.802468740048219
WWA,12072800,9.8,47.41233176814526,-122.60603364984466,-1444.59,0.0,0.59,0.1,0.15,0.04,0.03,0.1,0.0,0.0,-0.01,0.58,0.1,0.16,0.03,0.03,0.1,0.0,0.0,0.0,0.56,0.1,0.15,0.04,0.03,0.12,0.0,0.0,0.0,4.6306657791137695,247.61561069418224,89.89717102050781,81.92240905761719,131.70162963867188,0.6424556970596313,81.92240905761719,1354.8,6.4,15.6,925.7,2.5,260.7,4.7,0.6,1.1,0.0,2.1433935317327566,4.738575239143156,5.8982981540331245,5.959223472894478,5.959223472894479,5.959223472894478,5.959223472894478
WWA,12073000,27.0,47.44311080876742,-122.63161282554132,-1440.56,0.0,0.37,0.13,0.19,0.09,0.07,0.16,0.0,0.0,-0.0099999999999997,0.38,0.11,0.18,0.09,0.07,0.16,0.0,0.0,0.01,0.36,0.1,0.19,0.09,0.07,0.19,0.0,0.0,2.220446049250313e-16,4.469125747680664,160.1299545855835,83.14238739013672,80.00151824951172,141.85194396972656,1.775468349456787,80.00151824951172,1374.2,6.4,15.6,925.4,2.6,260.4,4.7,0.6,1.1,0.0,2.638353830328751,4.780848449693232,6.134208734016316,6.191654432375956,6.191654432375956,6.1916544323759535,6.191654432375955
WWA,12073500,17.0,47.42780239659618,-122.70497314280962,-1419.31,0.0,0.58,0.13,0.15,0.04,0.03,0.07,0.0,0.0,0.0,0.54,0.18,0.14,0.04,0.03,0.08,0.0,0.0,-0.01,0.53,0.15,0.16,0.04,0.03,0.08,0.0,0.0,0.0099999999999998,3.724720239639282,156.86916764058378,109.31990051269533,107.45384979248048,163.44569396972656,23.088180541992188,107.45384979248048,1475.1,6.1,15.4,914.7,3.3,261.1,4.6,0.6,1.1,0.0,1.6662880232535267,3.93108555523939,6.2745781607981135,7.542005528444394,8.512967781336386,9.180604542729109,9.57106998309537
WWA,12075000,41.9,47.30172556153742,-122.96459881086648,-1413.0,8e-05,0.44,0.22,0.22,0.08,0.02,0.01,0.01,0.0,0.0,0.48,0.2,0.21,0.08,0.02,0.01,0.01,0.0,-0.0099999999999997,0.57,0.19,0.13,0.08,0.01,0.01,0.01,0.0,0.0,4.1799845695495605,185.3542991855612,64.97948455810547,61.94692993164063,120.74073791503906,1.324310064315796,61.94692993164063,1762.2,5.8,15.7,900.4,3.0,262.0,4.8,0.6,1.0,0.0,3.420916362989752,5.411569361385298,6.536074570547054,6.551669458240051,6.551669458240051,6.551669458240049,6.55166945824005
WWA,12075500,34.4,47.28910206738744,-123.0662070766648,-1408.73,0.83056,0.42,0.22,0.17,0.08,0.04,0.05,0.02,0.0,0.0,0.5,0.15,0.15,0.09,0.04,0.05,0.02,0.0,0.0,0.57,0.11,0.13,0.08,0.04,0.05,0.02,0.0,0.0,3.602692127227783,173.25061482249666,85.15129089355469,87.04218292236328,151.4895477294922,2.6964385509490967,87.04218292236328,1932.0,5.6,15.5,896.7,3.3,261.2,4.8,0.6,1.1,0.0,2.3188897822212495,4.913296472347671,6.683560956934402,7.037689195815245,7.122312309728338,7.122312309728337,7.122312309728338
WWA,12076500,154.0,47.23003751720261,-123.2146300169928,-1394.33,1.0714,0.38,0.29,0.19,0.07,0.03,0.04,0.0,0.0,0.0,0.41,0.27,0.18,0.07,0.03,0.04,0.0,0.0,0.0,0.62,0.13,0.11,0.07,0.03,0.05,0.0,0.0,-0.01,4.22413969039917,145.8866997654215,117.93386840820312,119.0728530883789,451.2262268066406,2.5019471645355225,119.0728530883789,2146.6,5.4,15.3,891.3,4.6,259.4,4.9,0.5,1.2,0.0,1.9799630179660368,3.6894027300182093,6.338415606554046,7.3400382007605645,8.11475823084589,8.439016004803383,8.447895947486137
WWA,12076800,154.0,47.23003751720261,-123.2146300169928,-1394.33,1.0714,0.38,0.29,0.19,0.07,0.03,0.04,0.0,0.0,0.0,0.41,0.27,0.18,0.07,0.03,0.04,0.0,0.0,0.0,0.62,0.13,0.11,0.07,0.03,0.05,0.0,0.0,-0.01,4.22413969039917,145.8866997654215,117.93386840820312,119.0728530883789,451.2262268066406,2.5019471645355225,119.0728530883789,2146.6,5.4,15.3,891.3,4.6,259.4,4.9,0.5,1.2,0.0,1.7522690683542892,3.825437371329111,6.40076638591152,7.704082024553213,8.805105918608287,9.55613488333941,9.847917465939817
WWA,12078000,44.1,47.10830798626171,-123.16080872028168,-1290.57,6.30172,0.56,0.22,0.12,0.03,0.05,0.01,0.0,0.0,0.0099999999999998,0.64,0.15,0.11,0.04,0.05,0.01,0.0,0.0,0.0,0.69,0.11,0.1,0.03,0.05,0.01,0.0,0.0,0.01,9.507524490356444,84.23825291363127,120.85005950927734,130.32225036621094,465.0505065917969,4.347797393798828,130.32225036621094,1960.4,5.2,15.3,881.5,4.6,258.9,4.8,0.5,1.1,0.0,3.032702324095062,4.977809343970247,6.931983844101888,7.5492120668748015,7.902890560824662,7.969893276802435,7.969893276802435
WWA,12078400,51.3,47.0582068295353,-123.12857281056792,-1218.23,7.82954,0.53,0.23,0.17,0.01,0.01,0.01,0.04,0.0,0.0,0.64,0.18,0.11,0.02,0.01,0.01,0.04,0.0,-0.01,0.74,0.11,0.07,0.01,0.01,0.01,0.04,0.0,0.01,12.242146492004396,22.74617208367372,167.30108642578125,192.51742553710935,718.1004638671875,0.0,192.51742553710935,2002.8,4.9,15.0,868.5,6.0,256.7,4.7,0.5,1.1,0.0,2.206706780904272,4.06602185629174,6.577685794264108,7.471082561285774,7.894396973861121,8.017250120760448,8.029371412417818
WWA,12078730,26.4,47.01749155388185,-122.9385498652177,-1413.0,0.0,0.13,0.07,0.11,0.06,0.04,0.59,0.01,0.0,-0.01,0.14,0.06,0.1,0.06,0.04,0.6,0.01,0.0,-0.01,0.15,0.04,0.1,0.05,0.04,0.61,0.01,0.0,0.0,3.547407865524292,6.486262509065062,55.4521598815918,61.16416549682617,188.322998046875,2.6670174598693848,61.16416549682617,1463.8,5.6,16.1,881.3,2.8,264.9,4.6,0.6,1.0,0.0,2.0126481398698064,4.863375193238552,6.16530745327148,6.284881599795183,6.284881599795183,6.284881599795183,6.284881599795184
WWA,12079000,235.5,46.78368283800226,-122.48342035351176,-1364.04,6.24987,0.61,0.17,0.15,0.02,0.03,0.01,0.0,0.0,0.0099999999999998,0.67,0.13,0.12,0.02,0.03,0.01,0.0,0.0,0.02,0.71,0.13,0.09,0.02,0.03,0.01,0.0,0.0,0.01,14.864720344543455,356.927574799773,404.0513305664063,430.0940856933594,1187.4803466796875,94.13706970214844,430.0940856933594,1697.0,4.5,14.4,850.8,10.8,259.2,4.3,0.5,1.0,0.0,1.7702842179186695,3.487323495518036,5.949207089323313,7.294042262624244,8.559219990911915,9.60719952067096,10.14806251781244
WWA,12080000,408.5,46.85007195229161,-122.61423141150507,-1372.47,3.74069,0.48,0.14,0.16,0.04,0.07,0.1,0.01,0.0,0.0,0.52,0.12,0.14,0.04,0.07,0.1,0.01,0.0,0.0,0.55,0.1,0.12,0.04,0.07,0.11,0.01,0.0,0.0,9.787403106689451,343.228380018552,158.71124267578125,288.1284484863281,1187.4803466796875,11.301197052001951,288.1284484863281,1547.1,4.9,15.1,863.3,7.6,261.9,4.3,0.6,1.0,0.0,1.7581459648095479,4.1482278615398185,6.708366073705056,7.893732336018009,8.69214119314525,9.094061027756284,9.159865675163761
WWA,12080010,408.5,46.85007195229161,-122.61423141150507,-1372.47,3.74069,0.48,0.14,0.16,0.04,0.07,0.1,0.01,0.0,0.0,0.52,0.12,0.14,0.04,0.07,0.1,0.01,0.0,0.0,0.55,0.1,0.12,0.04,0.07,0.11,0.01,0.0,0.0,9.787403106689451,343.228380018552,158.71124267578125,288.1284484863281,1187.4803466796875,11.301197052001951,288.1284484863281,1547.1,4.9,15.1,863.3,7.6,261.9,4.3,0.6,1.0,0.0,1.2417052724434645,3.5588675354277566,6.218816430112175,7.461223953385196,8.503584558246903,9.284850129847756,9.81839118378753
WWA,12080650,21.8,47.01442753237136,-122.78132043734536,-1395.09,3.88691,0.08,0.04,0.1,0.06,0.04,0.57,0.12,0.0,-0.0099999999999997,0.08,0.04,0.1,0.07,0.04,0.57,0.11,0.0,-0.01,0.06,0.03,0.09,0.06,0.03,0.61,0.12,0.0,0.0,1.7615660429000854,5.230007096029465,57.14469146728516,58.95410919189453,95.79479217529295,45.80278015136719,58.95410919189453,1269.1,5.8,16.2,882.8,2.3,266.9,4.5,0.6,1.0,0.0,3.298667952304256,5.1527793823534385,6.5662065313326226,6.853697931206299,6.936367167907093,6.936367167907093,6.9363671679070915
WWA,12080670,62.9,47.04796989804037,-122.791360985368,-1406.8,1.34513,0.15,0.06,0.11,0.05,0.05,0.54,0.04,0.0,0.0,0.14,0.06,0.11,0.05,0.05,0.55,0.04,0.0,0.0,0.13,0.05,0.1,0.04,0.05,0.58,0.04,0.0,0.01,2.051933765411377,4.40580017468214,58.34020233154297,56.00461959838867,95.79479217529295,0.8839231133460999,56.00461959838867,1290.4,5.8,16.1,884.1,2.3,266.5,4.5,0.6,1.0,0.0,3.109659728755915,4.879858475309324,6.569047598781845,6.978915201961862,7.045534517423755,7.0455345174237545,7.0455345174237545
WWA,12081000,62.9,47.04796989804037,-122.791360985368,-1406.8,1.34513,0.15,0.06,0.11,0.05,0.05,0.54,0.04,0.0,0.0,0.14,0.06,0.11,0.05,0.05,0.55,0.04,0.0,0.0,0.13,0.05,0.1,0.04,0.05,0.58,0.04,0.0,0.01,2.051933765411377,4.40580017468214,58.34020233154297,56.00461959838867,95.79479217529295,0.8839231133460999,56.00461959838867,1290.4,5.8,16.1,884.1,2.3,266.5,4.5,0.6,1.0,0.0,1.7361451508179926,3.7040284225512075,5.631188744459916,5.75741529917864,5.75741529917864,5.757415299178639,5.757415299178639
WWA,12082500,361.0,46.74716171575743,-121.90102213324002,-1235.66,7.22564,0.71,0.1,0.1,0.02,0.01,0.01,0.01,0.03,0.01,0.74,0.08,0.1,0.02,0.01,0.01,0.01,0.03,0.0,0.77,0.05,0.09,0.02,0.01,0.01,0.01,0.04,0.0,20.320417404174805,219.2837618324284,1079.392578125,1177.7845458984375,4391.97998046875,418.01470947265625,1177.7845458984375,2610.6,1.5,10.2,724.8,517.6,278.2,4.3,0.5,1.0,0.0,1.9161998570227092,4.024884902898976,6.320521083180576,7.376524857302767,8.368807205258335,8.825970888837055,9.127196301144426
WWA,12083000,196.6,46.67053257354165,-122.1027909268879,-1198.54,5.78172,0.78,0.13,0.06,0.02,0.0,0.0,0.0,0.0,0.01,0.81,0.1,0.06,0.02,0.0,0.0,0.0,0.0,0.01,0.85,0.07,0.05,0.02,0.0,0.0,0.0,0.0,0.01,19.08279037475586,296.47718111726084,862.5661010742188,834.8479614257812,1596.3504638671875,391.8902893066406,834.8479614257812,2256.6,3.1,12.3,792.0,37.7,261.6,4.4,0.5,1.0,0.0,1.8129282001683296,3.792161534837015,5.940606901396639,7.408394104527683,8.611224830717305,9.367820128036072,9.823384627428744
WWA,12087000,220.1,46.83090272927951,-122.14329108066838,-1306.39,7.55321,0.71,0.14,0.11,0.02,0.01,0.01,0.0,0.0,0.0,0.72,0.14,0.1,0.02,0.01,0.01,0.0,0.0,0.0,0.77,0.11,0.08,0.02,0.01,0.01,0.0,0.0,0.0,14.012858390808104,280.1243135501939,671.7953491210938,689.46630859375,1486.4373779296875,146.68304443359375,689.46630859375,1952.6,3.7,13.1,817.7,29.6,263.5,4.2,0.5,1.0,0.0,1.9339930248374748,3.617802103191481,6.289600822587492,7.656732005505008,8.929314313316011,9.78146129714827,10.304313711981546
WWA,12088000,110.6,46.89901058156442,-122.22368113775076,-1202.93,3.32398,0.47,0.23,0.2,0.03,0.04,0.02,0.01,0.0,0.0,0.58,0.18,0.14,0.04,0.04,0.02,0.01,0.0,-0.01,0.67,0.13,0.09,0.03,0.04,0.02,0.01,0.0,0.0099999999999998,9.881855010986328,272.07459458820074,425.5060119628906,428.2801513671875,1131.9901123046875,135.99685668945312,428.2801513671875,1571.3,4.7,14.6,857.6,11.4,262.8,4.3,0.5,1.0,0.0,1.499880083407631,3.4831571543500086,5.9974365674132795,7.375647974341013,8.730232608272763,9.654523028608816,10.214763960539903
WWA,12090480,62.3,47.07531679136665,-122.4164579762032,-1491.37,0.40925,0.33,0.05,0.09,0.04,0.03,0.46,0.01,0.0,-0.01,0.33,0.05,0.08,0.03,0.03,0.46,0.01,0.0,0.01,0.34,0.04,0.07,0.03,0.02,0.48,0.02,0.0,0.0,1.319767713546753,299.07848001939226,122.96530151367188,124.24444580078124,162.1742401123047,86.49300384521484,124.24444580078124,1150.6,5.8,15.9,896.0,3.9,265.2,4.5,0.6,1.0,0.0,2.3080959399732506,4.99171402232327,5.966552500580275,5.987461346676033,5.987461346676036,5.987461346676036,5.987461346676035
WWA,12090500,180.4,47.10404611123771,-122.39594207975864,-1475.51,0.20849,0.16,0.04,0.08,0.03,0.03,0.67,0.01,0.0,-0.02,0.16,0.04,0.07,0.02,0.03,0.68,0.01,0.0,-0.01,0.16,0.03,0.07,0.02,0.03,0.69,0.01,0.0,-0.01,1.6052552461624146,281.66704258975744,122.39886474609376,123.6020736694336,191.3717803955078,63.27752304077149,123.6020736694336,1150.2,5.9,15.8,902.6,3.8,264.8,4.5,0.6,1.0,0.0,2.3831033571706493,4.212761527458616,6.158556701012238,7.232645277187752,8.277608762873767,9.29122531065762,9.955304437793922
WWA,12091040,200.2,47.11055562441032,-122.40789465903934,-1476.03,0.34624,0.14,0.03,0.07,0.02,0.03,0.68,0.01,0.0,0.02,0.14,0.03,0.07,0.02,0.03,0.69,0.01,0.0,0.01,0.14,0.03,0.06,0.02,0.02,0.71,0.01,0.0,0.01,1.6184535026550293,282.45853541687626,119.56924438476562,119.16092681884766,191.3717803955078,33.1148567199707,119.16092681884766,1151.8,5.9,15.9,903.1,3.7,264.8,4.5,0.6,1.0,0.0,1.9644391871014093,4.58848155617112,6.390784568163717,6.881564998655086,6.927110007322402,6.927110007322403,6.927110007322403
WWA,12091290,20.6,47.23132463277424,-122.51614421749396,-1421.05,0.0,0.03,0.01,0.03,0.02,0.01,0.9,0.0,0.0,0.0,0.03,0.01,0.03,0.02,0.01,0.91,0.0,0.0,-0.01,0.02,0.01,0.02,0.02,0.01,0.92,0.0,0.0,0.0,3.367154121398926,159.63362186256,100.29150390625,97.30965423583984,132.9814453125,32.02848052978516,97.30965423583984,1203.0,6.2,15.7,911.4,2.5,263.3,4.7,0.6,1.1,0.0,2.146061929795779,4.416770856225523,6.900013978872848,7.910815308665623,8.590030506500842,9.024013922589164,9.289631115069394
WWA,12091700,12.5,47.42514045472559,-122.4789993669895,-1412.77,0.04438,0.54,0.1,0.14,0.04,0.09,0.09,0.0,0.0,0.0,0.55,0.09,0.14,0.04,0.09,0.09,0.0,0.0,0.0,0.55,0.08,0.14,0.04,0.09,0.1,0.0,0.0,0.0,4.611800193786621,171.51646278692678,98.6927719116211,90.61200714111328,140.91021728515625,4.006699519035887e-18,90.61200714111328,1251.0,6.6,15.6,936.5,2.4,260.0,4.4,0.6,1.1,0.0,1.8317609406176087,4.481183836336347,5.922011398101262,6.156442481069643,6.156442481069643,6.156442481069643,6.156442481069643
WWA,12092000,238.1,46.87010254343604,-121.9068716877314,-1271.77,9.37021,0.64,0.11,0.16,0.01,0.0,0.01,0.01,0.05,0.0099999999999998,0.66,0.11,0.15,0.01,0.0,0.01,0.01,0.05,0.0,0.7,0.07,0.14,0.01,0.0,0.01,0.01,0.05,0.0099999999999998,23.438247680664062,278.7304135582352,1278.572998046875,1395.9718017578125,4381.95703125,494.0065612792969,1395.9718017578125,2619.8,0.9,9.0,703.7,701.5,277.6,4.2,0.5,1.0,0.0,1.7379886417278414,4.033622934336783,6.1949993907020415,7.2065523664461875,8.035747981625436,8.50802573168714,8.99847339091284
WWA,12093000,65.7,46.95721977033557,-122.17214457103012,-1117.51,1.08642,0.42,0.31,0.19,0.03,0.01,0.01,0.02,0.0,0.01,0.66,0.16,0.09,0.03,0.01,0.01,0.03,0.0,0.0099999999999998,0.75,0.1,0.07,0.03,0.01,0.02,0.02,0.0,0.0,7.952639579772949,289.3348046318493,487.3981628417969,435.6986083984375,943.7948608398438,143.48294067382812,435.6986083984375,1482.5,4.7,14.5,860.1,9.9,261.3,4.3,0.6,1.0,0.0,2.817901351353951,4.714448757416539,6.739488023792699,7.326506955540816,7.627903673509194,7.682644567721822,7.682644567721822
WWA,12093500,434.5,46.91236036298513,-122.0077603238291,-1240.08,6.33364,0.58,0.19,0.17,0.01,0.01,0.01,0.01,0.02,0.0,0.66,0.13,0.14,0.01,0.01,0.01,0.01,0.03,0.0,0.72,0.09,0.11,0.01,0.01,0.01,0.01,0.03,0.01,17.79515838623047,281.0490031768306,816.4794921875,988.6683959960938,4381.95703125,106.36690521240234,988.6683959960938,2128.4,2.5,11.3,771.4,394.4,270.4,4.2,0.5,1.0,0.0,2.2795851717427356,4.307933063476468,6.373674594457213,7.336508572450906,8.281002954594296,8.787014602817468,9.100960717461634
